index,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,x,y
5672,54.0307193596292,15.0,15.0,15.0,19.40046356028004,110.264033797163,15.0,15.0,15.0,15.0,31.436263954672643,3.0571802401568977,6.95494062893841
5673,43.44311848059376,15.0,15.0,15.0,17.288962108498968,148.53192208217976,17.329699220528926,15.0,15.0,15.0,40.08524927567434,3.3069232265460418,6.953761161489352
5674,51.01114433200078,15.142790754960943,15.0,15.0,20.00231103713045,118.87007266256369,15.0,15.0,15.0,15.0,32.07017192760267,3.1025705312616725,6.949520631940684
5675,64.20147802233345,17.302492054423205,15.0,15.0,21.62222724364344,89.05246093459776,15.0,15.0,15.0,15.0,27.713399511935464,2.8540940168296545,6.955929931619122
5676,85.5689788723585,18.69110559551729,15.0,15.0,20.253646231076715,66.93768096053297,15.0,15.0,15.0,15.0,21.58258764537279,2.6036413918511494,6.9574504850698125
5677,112.108701236545,20.842842384107264,15.0,15.0,19.321020710210068,51.07298780067377,15.0,15.0,15.0,15.0,17.61085342032497,2.3576533797481467,6.958451193339112
5678,144.2148002292241,22.442155985130235,15.0,15.0,18.905263313624925,38.64542748890736,15.0,15.0,15.0,15.0,15.483420492113762,2.108486590617341,6.958665651511071
5679,185.4585529403677,22.17770044902629,15.0,15.0,20.34583586913445,29.728177508158197,15.0,15.0,15.0,15.0,15.0,1.862374412036877,6.958484217069987
5680,231.58448317021697,24.078749787878927,15.0,15.0,19.672929823760864,22.89741162362048,15.0,15.0,15.0,15.0,15.0,1.6112277147289165,6.956588035887519
5681,286.8454965841707,26.679589008074927,15.0,15.0,17.73070606680131,18.688851548324333,15.0,15.0,15.0,15.0,15.0,1.3662009702273754,6.955435566575612
5682,347.264528242177,30.284829241570396,15.0,15.0,16.915556380794555,15.0,15.0,15.0,15.0,15.0,15.0,1.130368696998691,6.8979858477410385
5683,304.3759261829686,29.10073751220593,15.0,15.0,19.025171538252344,18.434464320652246,15.0,15.0,15.0,15.0,15.0,1.3259008762626734,6.8843720511986195
5684,250.09435280300565,24.81496791421491,15.0,15.0,19.27325808653811,21.922474158365173,15.0,15.0,15.0,15.0,15.0,1.5716554771719888,6.884228470832263
5685,199.1752233549313,25.22840898706963,15.0,15.0,18.759536648595983,27.401056650585183,15.0,15.0,15.0,15.0,15.0,1.821835008892536,6.883339257242912
5686,157.74788773686694,23.81227175598451,15.0,15.0,20.832565058019465,36.24391942385823,15.0,15.0,15.0,15.0,15.154736398655071,2.0686628637189908,6.882041993557763
5687,119.01419258178863,20.61023244410041,15.0,15.0,21.35656264352311,49.02375503959404,15.0,15.0,15.0,15.0,18.476984512823503,2.317812733065901,6.880705918526678
5688,92.2979802103238,19.18774445179113,15.0,15.0,20.49901478379544,63.83496448148315,15.0,15.0,15.0,15.0,19.999257326658288,2.565248434861367,6.879446152640151
5689,68.17537809929135,17.594684954464046,15.0,15.0,20.52551753519029,84.17326233837457,15.0,15.0,15.0,15.0,23.65693912845251,2.8138562167039662,6.878291341033329
5690,54.64553499227959,16.339257360577367,15.0,15.0,19.951676480909217,109.77041169860978,15.0,15.0,15.0,15.0,30.694150908519983,3.0606821985748054,6.8764997674783634
5691,42.15209254760798,15.86049353334274,15.0,15.0,19.6963396618021,147.77072129350358,17.127853046706164,15.0,15.0,16.706810027557378,38.930822635202,3.3067901125764356,6.8758870318799445
5692,33.629602879086235,15.0,15.0,15.0,18.14261822451294,179.69986184558778,19.335426414918583,15.0,15.0,17.33163988066842,46.88011569953642,3.5357225161885824,6.875803249869845
5693,26.31895085082705,15.0,15.0,15.0,15.0,227.2012445151257,18.44729919481503,15.0,15.0,21.099905908190543,60.141579616839415,3.7213754539561688,6.811937050389093
5694,37.43158081413985,15.176133303385823,15.0,15.0,17.846861012993973,184.87438358131223,16.910661289544773,15.0,15.0,17.09590681939795,48.54653539988904,3.4982466198216136,6.786995255699787
5695,46.57636370425673,15.057190729552849,15.0,15.0,22.700602251727553,145.79512551532102,15.0,15.0,15.0,15.077066862995132,37.4614032108676,3.2451588378279315,6.789422534783353
5696,60.457989638225406,15.402144923692893,15.0,15.0,21.728764723543048,113.32507505947372,15.0,15.0,15.0,15.0,33.15345431543513,3.005098734487317,6.793081100378037
5697,78.73616051331163,15.0,15.0,15.0,21.28755172656805,87.90407132018909,15.0,15.0,15.0,15.0,25.300549712480503,2.7555104629426466,6.794954820336818
5698,101.17868223368107,21.65532392495244,15.0,15.0,25.58373329115165,67.29996059745723,15.0,15.0,15.0,15.0,22.197214768582736,2.5106294685273376,6.796018186884671
5699,136.01659986138728,24.68484324793852,15.0,15.0,21.437765429805104,47.49490513169021,15.0,15.0,15.0,15.0,18.57926874291791,2.2592104381925884,6.795778300561918
5700,178.21538130768437,24.05795261418742,15.0,15.0,24.38861304932941,37.622945215747905,15.0,15.0,15.0,15.0,15.577522413327156,2.0063132687528498,6.79449165448924
5701,307.9950508603522,28.581264727643696,15.0,15.0,20.577108000876173,19.298595191817935,15.0,15.0,15.0,15.0,15.0,1.4259691319892136,6.792192108204283
5702,363.7196274326886,34.312053609454345,15.0,15.0,21.074664347582885,15.0,15.0,15.0,15.0,15.0,15.0,1.1776059211991674,6.789607599952394
5703,422.7204510628647,36.67247278365296,15.0,15.0,17.6466175620465,15.0,15.0,15.0,15.0,15.0,15.0,0.9299297645911372,6.732245316475115
5704,383.4036137173055,33.01933112176825,15.0,15.0,19.255584129583347,15.0,15.0,15.0,15.0,15.0,15.0,1.153021566280917,6.726229256649795
5705,314.7308461288867,33.77195192554257,15.0,15.0,20.695936860737497,15.0,15.0,15.0,15.0,15.0,15.0,1.4111361072762678,6.724725473414392
5706,261.85525050283445,25.97203139620893,15.0,15.0,20.59804813603268,23.71686583866623,15.0,15.0,15.0,15.0,15.0,1.6619775867623638,6.725052660053325
5707,203.3277981478256,26.896270169861022,15.0,15.0,21.513199627443615,31.321367006771016,15.0,15.0,15.0,15.0,15.0,1.9091625748792824,6.724422361956388
5708,159.9194828710795,25.834076282396325,15.0,15.0,25.07063189563904,42.742341005560014,15.0,15.0,15.0,15.0,15.0,2.1576226579941653,6.723926004679687
5709,118.6247612262216,22.612758631325068,15.0,15.0,27.90115435671208,58.85037978120524,15.0,15.0,15.0,15.0,19.9668211617652,2.4068362315300176,6.723497194257549
