vive_data|last_cmd
[ 8.40433580e-01  4.56662215e-01  1.03760751e-01  1.77761418e+02 -1.46807312e+02 -9.05310415e+01]|TURN:-1649
[ 8.21568229e-01  5.55284071e-01  1.07393558e-01  1.77832736e+02 -1.47455633e+02 -9.04301859e+01]|MOVE:900.186645080008
[ 8.19889553e-01  5.56142957e-01  1.07786943e-01  1.77503284e+02 -1.29768244e+02 -9.07954529e+01]|TURN:210
[ 8.29756608e-01  6.57797023e-01  1.08325495e-01  1.77509232e+02 -1.28839078e+02 -9.08674933e+01]|MOVE:900.186645080008
[ 8.42076525e-01  7.58289014e-01  1.10216158e-01  1.77350070e+02 -1.28704974e+02 -9.10858977e+01]|MOVE:900.186645080008
[ 8.49760285e-01  7.62679207e-01  1.09959839e-01  1.77974005e+02  1.37921388e+02 -8.92885544e+01]|TURN:-1092
[ 7.45010146e-01  7.77708205e-01  1.05070223e-01  1.78647606e+02  1.38003483e+02 -8.99080552e+01]|MOVE:900.186645080008
[ 6.44753375e-01  7.86286240e-01  1.06034227e-01  1.78272342e+02  1.37437910e+02 -8.97424347e+01]|MOVE:900.186645080008
[ 0.64326607  0.79109121  0.10598926  2.3589235  84.40082101 87.04687025]|TURN:-619
[ 0.58009429  0.71390496  0.10567454  2.13335469 83.76008265 87.07446684]|MOVE:900.186645080008
[ 5.79913825e-01  7.12080882e-01  1.05902080e-01  1.67252021e+02  9.18530384e+01 -7.80938733e+01]|TURN:99
[ 5.03235865e-01  6.49475370e-01  1.03037825e-01  1.69319067e+02  9.28440854e+01 -8.00603593e+01]|MOVE:900.186645080008
[ 0.49590993  0.65460716  0.10213924 -0.62125941 21.14775251 90.35894663]|TURN:-833
[ 0.53559288  0.55923723  0.10036746 -0.66489471 20.63174951 90.55549252]|MOVE:900.186645080008
[ 0.53646279  0.55841952  0.10041539 -0.629645   27.67039157 90.41367513]|TURN:86
[ 0.56503668  0.45833033  0.09945466 -0.71016418 28.36797762 90.41573624]|MOVE:900.186645080008
[ 5.60791220e-01  4.54572083e-01  9.96572748e-02  8.56153907e-02 -3.39246488e+01  9.14170680e+01]|TURN:-734
[  0.66199613   0.42863903   0.1015883   -0.13653141 -34.4867802  91.38989374]|MOVE:900.186645080008
[  0.76352402   0.40276289   0.10353803  -0.4805932  -34.27588565  90.86661408]|MOVE:900.186645080008
[ 7.64477414e-01  3.96382574e-01  1.02906052e-01  1.74232358e+02 -1.01993962e+02 -9.37914721e+01]|TURN:-788
[ 8.20650905e-01  4.77821419e-01  1.05027710e-01  1.74202520e+02 -1.02300151e+02 -9.40460602e+01]|MOVE:900.186645080008
[ 8.20224905e-01  4.79861755e-01  1.04643306e-01  1.62524562e+02 -9.33369794e+01 -1.05723140e+02]|TURN:107
[ 8.90077221e-01  5.50062511e-01  1.07373145e-01  1.59673112e+02 -9.26842507e+01 -1.08307164e+02]|MOVE:900.186645080008
[ 8.95963385e-01  5.46711730e-01  1.07127857e-01  1.77748462e+02 -1.55350466e+02 -8.98821871e+01]|TURN:-732
[ 8.61079528e-01  6.42745164e-01  1.09069827e-01  1.77972040e+02 -1.56159429e+02 -8.98242284e+01]|MOVE:900.186645080008
[ 8.60869874e-01  6.42916945e-01  1.10023415e-01  1.77927291e+02 -1.50195268e+02 -9.00779179e+01]|TURN:76
[ 8.37288751e-01  7.41332537e-01  1.12117577e-01  1.77856898e+02 -1.49229079e+02 -9.00903052e+01]|MOVE:900.186645080008
[ 8.40509742e-01  7.47520374e-01  1.10438379e-01  1.78153009e+02  1.45273776e+02 -8.90179014e+01]|TURN:-769
[ 7.38495839e-01  7.74470113e-01  1.06772845e-01  1.78479296e+02  1.44820818e+02 -8.96822244e+01]|MOVE:900.186645080008
[ 7.38387174e-01  7.75022063e-01  1.06819682e-01  1.78362328e+02  1.37843985e+02 -8.96623054e+01]|TURN:-86
[ 6.37215388e-01  7.84669775e-01  1.06415924e-01  1.78350485e+02  1.37353930e+02 -8.97610903e+01]|MOVE:900.186645080008
[  0.62513567   0.78857804   0.10649989   0.38686986 -50.24928541  91.35524449]|TURN:-2188
[  0.72729277   0.79273742   0.10740284   0.4323674  -50.5384439  92.30591282]|MOVE:900.186645080008
[  0.72912292   0.79611601   0.10737951  -0.17360132 -19.33890158  91.03802092]|TURN:369
[  0.82156623   0.74420833   0.10850517   0.36777221 -18.53076928  91.1556684 ]|MOVE:900.186645080008
[ 8.30672478e-01  7.38300481e-01  1.08127246e-01  1.78146817e+02  1.26869704e+02 -8.91278218e+01]|TURN:1717
[ 7.29778811e-01  7.31177814e-01  1.06564388e-01  1.78287515e+02  1.28159028e+02 -8.94973864e+01]|MOVE:900.186645080008
[ 7.29213069e-01  7.32351521e-01  1.06584570e-01  1.78032204e+02  1.15798937e+02 -8.90643776e+01]|TURN:-145
[ 6.33701735e-01  7.03373237e-01  1.05569573e-01  1.77859459e+02  1.15659082e+02 -8.90067771e+01]|MOVE:900.186645080008
[ 6.33727967e-01  7.03887682e-01  1.05902538e-01  1.77536296e+02  1.09615635e+02 -8.85583372e+01]|TURN:-75
[ 5.43340160e-01  6.61921556e-01  1.05696845e-01  1.77123650e+02  1.09182489e+02 -8.79974932e+01]|MOVE:900.186645080008
[ 0.53306257  0.66839497  0.10454556 -0.16201759 -4.06515696 90.28244785]|TURN:-1317
[ 0.61147573  0.59678916  0.10503148 -0.11232087 -4.51043208 90.64668125]|MOVE:900.186645080008
[ 6.12288515e-01  5.97415042e-01  1.04380031e-01 -6.41271778e-02  5.65242258e+00  9.03930367e+01]|TURN:124
[ 6.76372637e-01  5.12976205e-01  1.04967768e-01 -6.65454207e-02  6.07962863e+00  9.03175650e+01]|MOVE:900.186645080008
[ 0.73824249  0.43096488  0.10336073 -0.33215268  6.42096389 90.40688381]|MOVE:900.186645080008
[ 7.46365113e-01  4.20004640e-01  1.03891873e-01  1.78100033e+02  1.53069294e+02 -8.95653849e+01]|TURN:1709
[ 6.51633244e-01  4.56876404e-01  1.04618812e-01  1.78182748e+02  1.53854077e+02 -8.98887116e+01]|MOVE:900.186645080008
[ 6.52514722e-01  4.58331642e-01  1.05115279e-01  1.78002479e+02  1.37177107e+02 -8.95201456e+01]|TURN:-196
[ 5.52132963e-01  4.66666422e-01  1.04787916e-01  1.78253511e+02  1.36585250e+02 -8.94239033e+01]|MOVE:900.186645080008
[  0.53826235   0.46934079   0.10342501   5.67044454 -82.74596716  97.11451306]|TURN:1648
[  0.6189921    0.52668651   0.10378237   5.85357153 -81.78917549  97.49742173]|MOVE:900.186645080008
[  0.69952665   0.58466463   0.10386323   5.25851984 -81.63698612  96.93098668]|MOVE:900.186645080008
[ 7.00663795e-01  5.84114787e-01  1.03733720e-01  1.64804676e+02 -9.44378546e+01 -1.03447789e+02]|TURN:-152
[ 7.68347754e-01  6.55970790e-01  1.06652262e-01  1.69113308e+02 -9.50609732e+01 -9.91296314e+01]|MOVE:900.186645080008
[ 8.36352290e-01  7.28774716e-01  1.10058388e-01  1.68547836e+02 -9.46661050e+01 -9.99753456e+01]|MOVE:900.186645080008
[ 0.84275554  0.73794388  0.10911636 -0.28531605 33.86537882 89.87768701]|TURN:1504
[ 0.85901936  0.63808906  0.10716435 -0.31024948 34.86218632 89.69369746]|MOVE:900.186645080008
[ 0.85821053  0.63815528  0.10702114 -0.35726437 27.89644579 89.81286547]|TURN:-85
[ 0.88842722  0.53885547  0.10567015 -0.53832072 27.25006359 90.22873009]|MOVE:900.186645080008
[ 8.89836833e-01  5.26231031e-01  1.05818716e-01  1.77584022e+02 -1.63514423e+02 -9.00348931e+01]|TURN:-2223
[ 8.41494411e-01  6.17738576e-01  1.06832279e-01  1.77983378e+02 -1.64405801e+02 -8.99057600e+01]|MOVE:900.186645080008
[ 8.38250044e-01  6.19198504e-01  1.07394530e-01  1.77433977e+02 -1.30960467e+02 -9.08393959e+01]|TURN:386
[ 8.47506058e-01  7.19215192e-01  1.09467157e-01  1.77456311e+02 -1.30076852e+02 -9.07331639e+01]|MOVE:900.186645080008
[ 8.54016291e-01  7.20730312e-01  1.09787582e-01  1.78126987e+02  1.60289471e+02 -8.94760803e+01]|TURN:-814
[ 7.61915959e-01  7.70765485e-01  1.08105058e-01  1.78133419e+02  1.59826932e+02 -8.96723126e+01]|MOVE:900.186645080008
[ 7.61505666e-01  7.71569775e-01  1.08040938e-01  1.78210319e+02  1.54239985e+02 -8.96733263e+01]|TURN:-72
[ 6.68375233e-01  8.06107002e-01  1.10108794e-01  1.78115673e+02  1.53589762e+02 -8.97027702e+01]|MOVE:900.186645080008
[ 6.68337941e-01  8.10948779e-01  1.10439647e-01  1.75805748e+02  9.78139977e+01 -8.66846207e+01]|TURN:-644
[ 5.85502511e-01  7.55773505e-01  1.07416913e-01  1.74820602e+02  9.75033634e+01 -8.57636868e+01]|MOVE:900.186645080008
[ 0.58312853  0.75806002  0.10711168  0.37311807 65.16807349 89.03981012]|TURN:-377
[ 0.54857774  0.66404614  0.10595151  0.17207896 64.47284505 89.01567558]|MOVE:900.186645080008
[ 0.54926622  0.6620622   0.1058463   1.73148367 80.92660232 87.21947197]|TURN:192
[ 0.48900326  0.58384653  0.10467051  1.78330776 81.5425737  87.1553526 ]|MOVE:900.186645080008
[ 0.48203533  0.58723001  0.10391776 -0.63450315 10.47260279 90.42558886]|TURN:-826
[ 0.53825666  0.50069683  0.10230896 -0.55552113  9.97604474 90.56574329]|MOVE:900.186645080008
[  0.53487967   0.50008855   0.10098781  -0.22473657 -19.14705955  91.10478608]|TURN:-345
[  0.6231947    0.45271324   0.0988817   -0.18928315 -19.39153072  91.01728139]|MOVE:900.186645080008
[  0.71716221   0.4015872    0.10063163  -0.38035705 -19.25735439  90.87839622]|MOVE:900.186645080008
[  0.7168563    0.39505086   0.10162056   3.12301245 -76.85048656  94.5827735 ]|TURN:-669
[  0.80339027   0.44452356   0.10219381   3.69874077 -77.4166765  95.53579814]|MOVE:900.186645080008
[ 8.06703840e-01  4.41741345e-01  1.03131529e-01  1.75918237e+02 -1.11225816e+02 -9.18986676e+01]|TURN:-398
[ 8.48074675e-01  5.32141730e-01  1.05246083e-01  1.76276666e+02 -1.11931641e+02 -9.17542248e+01]|MOVE:900.186645080008
[ 8.47710067e-01  5.33348674e-01  1.05490254e-01  1.74068906e+02 -1.01136100e+02 -9.41585941e+01]|TURN:131
[ 9.06196033e-01  6.13384779e-01  1.07327810e-01  1.71103673e+02 -1.00254440e+02 -9.73144865e+01]|MOVE:900.186645080008
[ 9.13252195e-01  6.10733301e-01  1.07828927e-01  1.77797034e+02 -1.68017739e+02 -9.00410909e+01]|TURN:-786
[ 8.58370393e-01  6.98589046e-01  1.09029499e-01  1.78055168e+02 -1.68369824e+02 -8.99288785e+01]|MOVE:900.186645080008
[ 8.59263554e-01  7.11965797e-01  1.07798279e-01 -6.19780723e-02  6.00055285e+01  8.92454234e+01]|TURN:-1545
[ 0.83122682  0.61641248  0.10470819 -0.48809247 59.54300057 89.53145824]|MOVE:900.186645080008
[ 0.83215712  0.61447489  0.10487104 -0.28900427 73.11729878 89.24326435]|TURN:163
[ 0.78489084  0.52531705  0.10602255 -0.21859501 74.10105848 88.87167511]|MOVE:900.186645080008
[ 0.78535983  0.52359659  0.10646054  0.86023435 81.77783099 87.71071746]|TURN:90
[ 0.7224832   0.44687408  0.10405754 -0.14452699 82.51281997 88.90972882]|MOVE:900.186645080008
[ 7.12837859e-01  4.40538369e-01  1.04154647e-01  1.73577341e+02 -1.00992156e+02 -9.45509528e+01]|TURN:2058
[ 7.71618706e-01  5.20060499e-01  1.05917227e-01  1.73093014e+02 -9.98775974e+01 -9.49123183e+01]|MOVE:900.186645080008
[ 7.72746410e-01  5.19324975e-01  1.05750437e-01  1.76532174e+02 -1.17345229e+02 -9.17047348e+01]|TURN:-206
[ 8.02651126e-01  6.16495695e-01  1.05996035e-01  1.76841122e+02 -1.18011619e+02 -9.13519803e+01]|MOVE:900.186645080008
[ 8.33551807e-01  7.12161436e-01  1.08222429e-01  1.76711473e+02 -1.17911418e+02 -9.16475652e+01]|MOVE:900.186645080008
[ 0.83662209  0.72474688  0.10720495 -0.47916129 23.68566414 90.10158262]|TURN:1655
[ 0.87217421  0.62614215  0.10690885 -0.36651452 24.49774178 90.11748356]|MOVE:900.186645080008
[ 8.74359896e-01  6.12719645e-01  1.07485453e-01  1.78037708e+02 -1.60002035e+02 -8.96300080e+01]|TURN:-2150
[ 8.31681840e-01  7.06475516e-01  1.09038389e-01  1.77955606e+02 -1.61004233e+02 -8.97907770e+01]|MOVE:900.186645080008
[ 0.83064924  0.72202688  0.1074585  -0.10537647 33.15294904 89.4990657 ]|TURN:-1958
[ 0.85130564  0.62085973  0.1065572  -0.37349051 32.67747035 89.58380225]|MOVE:900.186645080008
[ 0.85253707  0.61991139  0.10540082 -0.3758217  49.90176293 89.2364649 ]|TURN:206
[ 0.84124054  0.51922861  0.10394242 -0.43290869 50.54304891 89.58547807]|MOVE:900.186645080008
[ 0.84071767  0.51877523  0.10388729 -0.54360518 44.57942349 89.67426151]|TURN:-73
[ 0.84098687  0.41694246  0.10235424 -0.62695072 44.33425826 89.86512559]|MOVE:900.186645080008
[ 8.44545727e-01  4.06632534e-01  1.03298933e-01  1.78076595e+02  1.50254891e+02 -8.99297039e+01]|TURN:1237
[ 7.48096596e-01  4.39440694e-01  1.04358182e-01  1.77972325e+02  1.51172603e+02 -8.94547507e+01]|MOVE:900.186645080008
[ 7.47692429e-01  4.40380126e-01  1.04353812e-01  1.77898537e+02  1.42784721e+02 -8.93239152e+01]|TURN:-98
[ 6.49217107e-01  4.57912661e-01  1.05298918e-01  1.77878976e+02  1.41946774e+02 -8.95692552e+01]|MOVE:900.186645080008
[ 6.49131976e-01  4.58670100e-01  1.05569560e-01  1.77700456e+02  1.31474839e+02 -8.91476050e+01]|TURN:-127
[ 5.49101956e-01  4.56787846e-01  1.05247150e-01  1.77733251e+02  1.31016833e+02 -8.89081301e+01]|MOVE:900.186645080008
[ 5.38624233e-01  4.54663178e-01  1.04048048e-01  1.77227705e+02 -1.29372963e+02 -9.10180150e+01]|TURN:1165
[ 5.49004333e-01  5.56386212e-01  1.04402633e-01  1.77217763e+02 -1.28523298e+02 -9.11280813e+01]|MOVE:900.186645080008
[ 5.58102170e-01  6.61357664e-01  1.02684459e-01  1.77172241e+02 -1.28302256e+02 -9.11490779e+01]|MOVE:900.186645080008
[ 5.67810540e-01  7.65516101e-01  1.01919231e-01  1.76796737e+02 -1.28268409e+02 -9.15079248e+01]|MOVE:900.186645080008
[ 0.57721258  0.77094865  0.10508316 -0.21632182 55.47582174 89.49702146]|TURN:-2053
[ 0.5589529   0.67214545  0.1034599  -0.46884722 54.74910223 89.52626884]|MOVE:900.186645080008
[ 5.60774972e-01  6.68156424e-01  1.03601541e-01  1.66861636e+02  9.16617950e+01 -7.79730804e+01]|TURN:426
[ 4.85167363e-01  6.04252146e-01  1.01677175e-01  1.70922116e+02  9.25627930e+01 -8.19952160e+01]|MOVE:900.186645080008
[ 4.76089448e-01  5.98122217e-01  1.02127658e-01  1.72631182e+02 -1.01156306e+02 -9.55886920e+01]|TURN:-2263
[ 5.33171717e-01  6.80100887e-01  1.03467029e-01  1.73943829e+02 -1.01478101e+02 -9.41858338e+01]|MOVE:900.186645080008
[  0.53267074   0.68301577   0.1033747    2.86135963 -78.12453755  94.46318545]|TURN:276
[  0.61890332   0.73189068   0.10482627   4.62952494 -77.13120138  96.3236808 ]|MOVE:900.186645080008
[ 6.18954233e-01  7.31532366e-01  1.04463703e-01  2.13733714e+01 -8.66221894e+01  1.13141005e+02]|TURN:-111
[ 6.96013637e-01  7.95362723e-01  1.06268064e-01  2.73560093e+01 -8.73537259e+01  1.19068121e+02]|MOVE:900.186645080008
